case_id,maze_file,step,rank,selected,real_r,real_c,local_r,local_c,tile,score,deltaR,Iproxy,tailGain,qEff,pathLen,margin,projectedR,unknownCompSum,dominant_term
train_0205,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0205.json,0,1,True,1,1,1,0, ,5.736266666666669,0,18.000000000000004,0.0,1.0,1,8.0,0,12,Iproxy
train_0205,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0205.json,0,2,False,1,2,1,1, ,4.916266666666669,0,18.000000000000004,0.0,1.0,2,8.0,0,12,Iproxy
train_0205,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0205.json,1,1,True,1,2,1,1, ,4.789948070175434,0,15.157894736842103,0.0,1.0,1,8.0,0,12,Iproxy
train_0205,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0205.json,1,2,False,2,1,2,0, ,4.789948070175434,0,15.157894736842103,0.0,1.0,1,8.0,0,12,Iproxy
train_0205,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0205.json,2,1,True,1,3,1,2, ,3.884182303030302,0,13.090909090909092,0.0,1.0,1,8.0,0,12,Iproxy
train_0205,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0205.json,2,2,False,2,1,2,0, ,3.064182303030302,0,13.090909090909092,0.0,1.0,2,8.0,0,12,Iproxy
train_0205,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0205.json,3,1,True,1,4,1,3, ,3.0347487857777757,0,11.52,0.0,1.0,1,8.0,0,12,Iproxy
train_0205,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0205.json,3,2,False,2,1,2,0, ,1.3947487857777752,0,11.52,0.0,1.0,3,8.0,0,12,Iproxy
train_0205,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0205.json,4,1,True,1,5,1,4, ,2.2473577041269834,0,10.285714285714285,0.0,1.0,1,8.0,0,12,Iproxy
train_0205,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0205.json,4,2,False,2,1,2,0, ,-0.21264229587301564,0,10.285714285714285,0.0,1.0,4,8.0,0,12,Iproxy
train_0205,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0205.json,5,1,True,1,6,1,5, ,1.5224238659732787,0,9.29032258064516,0.0,1.0,1,8.0,0,12,Iproxy
train_0205,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0205.json,5,2,False,2,1,2,0, ,-1.7575761340267206,0,9.29032258064516,0.0,1.0,5,8.0,0,12,Iproxy
train_0205,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0205.json,6,1,True,1,7,1,6, ,0.8575954473373724,0,8.470588235294116,0.0,1.0,1,8.0,0,12,Iproxy
train_0205,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0205.json,6,2,False,2,1,2,0, ,-3.2424045526626273,0,8.470588235294116,0.0,1.0,6,8.0,0,12,Iproxy
train_0205,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0205.json,7,1,True,1,8,1,7, ,0.2491479213690102,0,7.783783783783782,0.0,1.0,1,8.0,0,12,margin
train_0205,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0205.json,7,2,False,2,1,2,0, ,-4.670852078630989,0,7.783783783783782,0.0,1.0,7,8.0,0,12,margin
train_0205,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0205.json,8,1,True,2,1,2,0, ,-13.717828508364146,0,0.72,0.0,1.0,8,8.0,0,12,pathLen
train_0205,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0205.json,8,2,False,1,9,1,8,T,-1e+18,-30,0.72,0.0,1.0,1,0.0,-30,12,deltaR
train_0205,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0205.json,9,1,True,2,1,2,0, ,-12.895208261236771,0,0.72,0.0,1.0,7,8.0,0,12,margin
train_0205,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0205.json,9,2,False,1,9,1,8,T,-1e+18,-30,0.72,0.0,1.0,2,0.0,-30,12,deltaR
train_0205,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0205.json,10,1,True,2,1,2,0, ,-12.073112063534872,0,0.72,0.0,1.0,6,8.0,0,12,margin
train_0205,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0205.json,10,2,False,1,9,1,8,T,-1e+18,-30,0.72,0.0,1.0,3,0.0,-30,12,deltaR
train_0205,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0205.json,11,1,True,2,1,2,0, ,-11.251435105373353,0,0.72,0.0,1.0,5,8.0,0,12,margin
train_0205,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0205.json,11,2,False,1,9,1,8,T,-1e+18,-30,0.72,0.0,1.0,4,0.0,-30,12,deltaR
train_0205,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0205.json,12,1,True,2,1,2,0, ,-10.430093538844137,0,0.72,0.0,1.0,4,8.0,0,12,margin
train_0205,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0205.json,12,2,False,1,9,1,8,T,-1e+18,-30,0.72,0.0,1.0,5,0.0,-30,12,deltaR
train_0205,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0205.json,13,1,True,2,1,2,0, ,-9.609020285620764,0,0.72,0.0,1.0,3,8.0,0,12,margin
train_0205,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0205.json,13,2,False,1,9,1,8,T,-1e+18,-30,0.72,0.0,1.0,6,0.0,-30,12,deltaR
train_0205,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0205.json,14,1,True,2,1,2,0, ,-8.788161683042066,0,0.72,0.0,1.0,2,8.0,0,12,margin
train_0205,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0205.json,14,2,False,1,9,1,8,T,-1e+18,-30,0.72,0.0,1.0,7,0.0,-30,12,deltaR
train_0205,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0205.json,15,1,True,2,1,2,0, ,-7.967474800979107,0,0.72,0.0,1.0,1,8.0,0,12,margin
train_0205,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0205.json,15,2,False,1,9,1,8,T,-1e+18,-30,0.72,0.0,1.0,8,0.0,-30,12,deltaR
train_0205,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0205.json,16,1,True,3,1,3,0, ,-7.967063074825838,0,0.72,0.0,1.0,1,8.0,0,12,margin
train_0205,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0205.json,16,2,False,3,2,3,1, ,-8.787063074825838,0,0.72,0.0,1.0,2,8.0,0,12,margin
