case_id,step,row,col,tile,resource,delta,first_visit,decision,observedRatio,qEff,alpha,candidate_count,selected_row,selected_col,selected_tile,selected_score,selected_deltaR,selected_Iproxy,selected_tailGain,selected_pathLen,selected_margin,selected_projectedR,dominant_term,runner_up_row,runner_up_col,runner_up_tile,runner_up_score,score_gap
train_0152,0,0,1,S,0,0,True,best-target,0.02666666666666667,1.0,4.621037037037037,2,1,1, ,5.736266666666669,0,18.000000000000004,0.0,1,8.0,0,Iproxy,1,2, ,4.916266666666669,0.8200000000000003
train_0152,1,1,1, ,0,0,True,best-target,0.04,1.0,5.130734391534391,2,1,2, ,4.789948070175434,0,15.157894736842103,0.0,1,8.0,0,Iproxy,2,1, ,4.789948070175434,0.0
train_0152,2,1,2, ,0,0,True,best-target,0.05333333333333334,1.0,5.545476402116402,2,1,3, ,3.884182303030302,0,13.090909090909092,0.0,1,8.0,0,Iproxy,2,1, ,3.064182303030302,0.8200000000000003
train_0152,3,1,3, ,0,0,True,best-target,0.06666666666666667,1.0,5.909961368606702,2,1,4,G,90.88068741688889,50,40.31999999999999,0.0,1,0.0,50,deltaR,2,1, ,43.54068741688888,47.34000000000001
train_0152,4,1,4,G,50,50,True,best-target,0.08,9.9999980000004,6.198902428218695,3,1,5, ,30.853086937777448,0,36.00000000000001,0.0,1,0.0,50,Iproxy,2,5, ,22.653088577777122,8.199998360000325
train_0152,5,1,5, ,50,0,True,best-target,0.09333333333333334,8.333331944444677,6.4259502254032395,3,1,6, ,29.732397475269284,0,32.516129032258064,0.0,1,0.0,50,Iproxy,2,5, ,29.732397475269284,0.0
train_0152,6,1,6, ,50,0,True,best-target,0.10666666666666667,7.142856122449126,6.602389809952221,3,1,7, ,28.39760981710853,0,29.647058823529406,0.0,1,0.0,50,Iproxy,2,5, ,22.54046779670025,5.857142020408283
train_0152,7,1,7, ,50,0,True,best-target,0.12,6.249999218750098,6.737501591551521,3,1,8, ,26.99649471494081,0,27.24324324324324,0.0,1,0.0,50,Iproxy,2,5, ,16.746495996190653,10.249998718750156
train_0152,8,1,8, ,50,0,True,best-target,0.13333333333333333,5.555554938271674,6.762122485362429,4,2,5, ,-1.1816715344177666,0,14.399999999999999,0.0,4,0.0,50,pathLen,1,9,T,-18.40389527515834,17.222223740740574
train_0152,9,1,7, ,50,0,False,hold-target,0.13333333333333333,4.99999950000005,6.781819200411156,4,2,5, ,4.790185615035988,0,14.399999999999999,0.0,3,0.0,50,pathLen,2,1, ,-11.609812744964177,16.399998360000165
train_0152,10,1,6, ,50,0,False,hold-target,0.13333333333333333,4.545454132231443,6.797576572450137,4,2,5, ,9.675348185714778,0,14.399999999999999,0.0,2,0.0,50,Iproxy,2,1, ,-5.2337413680043525,14.90908955371913
train_0152,11,1,5, ,50,0,False,hold-target,0.13333333333333333,4.166666319444474,6.8101824700813225,4,2,5, ,13.74499344266046,0,14.399999999999999,0.0,1,0.0,50,Iproxy,2,1, ,0.07832791488258906,13.666665527777871
train_0152,12,2,5, ,50,0,True,best-target,0.14666666666666667,3.846153550295881,6.8182452668452,5,3,5, ,12.829389504989852,0,13.395348837209305,0.0,1,0.0,50,Iproxy,3,6, ,9.675543593747228,3.153845911242623
train_0152,13,3,5, ,50,0,True,best-target,0.16,3.571428316326549,6.82163621347616,4,3,6, ,12.01970987449042,0,12.52173913043478,0.0,1,0.0,50,Iproxy,2,1, ,-5.5517174418362,17.57142731632662
train_0152,14,3,6, ,50,0,True,best-target,0.1688888888888889,3.333333111111126,6.821821791293749,5,3,7, ,11.59249261060574,0,11.999999999999995,0.0,1,0.0,50,Iproxy,4,7, ,8.859159459494617,2.7333331511111236
train_0152,15,3,7, ,50,0,True,best-target,0.17777777777777778,3.124999804687512,6.819103523569979,4,4,7, ,11.184812863673315,0,11.52,0.0,1,0.0,50,Iproxy,2,1, ,-9.315185855076763,20.499998718750078
train_0152,16,4,7, ,50,0,True,best-target,0.19111111111111112,2.9411762975778646,6.812070343222455,4,5,7, ,10.544022051020557,0,10.867924528301888,0.0,1,0.0,50,Iproxy,2,1, ,-11.161859025104082,21.70588107612464
train_0152,17,5,7, ,50,0,True,best-target,0.20444444444444446,2.7777776234567986,6.801004422726113,4,6,7, ,9.964030309672426,0,10.285714285714285,0.0,1,0.0,50,Iproxy,2,1, ,-12.813746202673322,22.777776512345746
train_0152,18,6,7, ,50,0,True,best-target,0.21777777777777776,2.631578808864273,6.786214472925159,5,7,7, ,9.436180272847498,0,9.762711864406779,0.0,1,0.0,50,Iproxy,7,8, ,7.278285649578795,2.157894623268703
train_0152,19,7,7, ,50,0,True,best-target,0.2311111111111111,2.499999875000006,6.768015349383898,5,7,8, ,8.953483122143492,0,9.29032258064516,0.0,1,0.0,50,Iproxy,8,7, ,8.953483122143492,0.0
train_0152,20,7,8, ,50,0,True,best-target,0.24444444444444444,2.3809522675737016,6.702424799068933,7,7,9, ,0.6460976780747532,0,2.2153846153846173,0.0,1,0.0,50,pathLen,6,9, ,-1.306283181335682,1.9523808594104353
train_0152,21,7,9, ,50,0,True,best-target,0.2577777777777778,2.272727169421492,6.644870770186078,7,6,9, ,0.5988746535550951,0,2.1176470588235254,0.0,1,0.0,50,pathLen,7,10, ,0.5988746535550951,0.0
train_0152,22,6,9, ,50,0,True,best-target,0.26666666666666666,2.1739129489603064,6.605721177552371,7,5,9,G,62.48574912536567,50,12.342857142857142,0.0,1,0.0,100,deltaR,7,10, ,26.07814050721822,36.40760861814745
train_0152,23,5,9,G,100,50,True,best-target,0.27555555555555555,4.166666493055563,6.570320531785487,6,7,10, ,3.5476735438328344,0,11.999999999999995,0.0,3,0.0,100,pathLen,8,7, ,-3.2856595047782875,6.833333048611122
train_0152,24,6,9, ,100,0,False,hold-target,0.27555555555555555,3.9999998400000063,6.542000015171979,6,7,10, ,7.178200294261139,0,11.999999999999995,0.0,2,0.0,100,Iproxy,8,7, ,0.6182005566611295,6.55999973760001
train_0152,25,7,9, ,100,0,False,hold-target,0.27555555555555555,3.8461536982248576,6.5193436018811735,6,7,10, ,10.536775531406075,0,11.999999999999995,0.0,1,0.0,100,Iproxy,8,7, ,4.229083466317309,6.307692065088766
train_0152,26,7,10, ,100,0,True,best-target,0.28888888888888886,3.7037035665294975,6.4948164452909465,6,7,11, ,10.056513029152358,0,11.52,0.0,1,0.0,100,Iproxy,8,7, ,0.9454022554897943,9.111110773662563
train_0152,27,7,11, ,100,0,True,best-target,0.3022222222222222,3.5714284438775556,6.468488076867678,5,8,7, ,-2.103941270892939,0,11.076923076923077,0.0,5,0.0,100,pathLen,8,9,T,-26.24679862293375,24.14285735204081
train_0152,28,7,10, ,100,0,False,hold-target,0.3022222222222222,3.448275743162905,6.4474253821290635,5,8,7, ,1.1877416877835483,0,11.076923076923077,0.0,4,0.0,100,pathLen,8,9,T,-23.15708609342929,24.344827781212835
train_0152,29,7,9, ,100,0,False,hold-target,0.3022222222222222,3.3333332222222256,6.4305752263381715,5,8,7, ,4.265423019773472,0,11.076923076923077,0.0,3,0.0,100,Iproxy,8,9,T,-20.26791049578208,24.53333351555555
train_0152,30,7,8, ,100,0,False,hold-target,0.3022222222222222,3.225806347554634,6.417095101705458,5,8,7, ,7.148969633316364,0,11.076923076923077,0.0,2,0.0,100,Iproxy,8,9,T,-22.851030366683638,30.0
train_0152,31,7,7, ,100,0,False,hold-target,0.3022222222222222,3.1249999023437534,6.4063110019992875,5,8,7, ,9.85588756087674,0,11.076923076923077,0.0,1,0.0,100,Iproxy,2,1, ,-20.89411147818579,30.74999903906253
train_0152,32,8,7, ,100,0,True,best-target,0.31555555555555553,3.0303029384756686,6.390703974013223,6,9,7, ,9.444465675274632,0,10.666666666666664,0.0,1,0.0,100,Iproxy,9,6, ,6.959617265724584,2.4848484095500476
train_0152,33,9,7, ,100,0,True,best-target,0.3288888888888889,2.9411763840830476,6.370992808840208,6,9,6, ,9.056022420964274,0,10.285714285714285,0.0,1,0.0,100,Iproxy,10,7, ,9.056022420964274,0.0
train_0152,34,9,6, ,100,0,True,best-target,0.3422222222222222,2.857142775510207,6.347776325925214,7,9,5, ,8.689140400861998,0,9.931034482758617,0.0,1,0.0,100,Iproxy,10,5, ,6.346283324943628,2.34285707591837
train_0152,35,9,5, ,100,0,True,best-target,0.35555555555555557,2.7777777006172863,6.321554394073504,6,10,5, ,8.34243366753731,0,9.6,0.0,1,0.0,100,Iproxy,10,7, ,3.786878238524962,4.555555429012348
train_0152,36,10,5, ,100,0,True,best-target,0.3688888888888889,2.702702629656686,6.263527343641642,6,10,7, ,-3.773223042700729,0,4.645161290322576,0.0,4,0.0,100,pathLen,11,5,T,-27.12457457374528,23.351351531044553
train_0152,37,9,5, ,100,0,False,hold-target,0.3688888888888889,2.6315788781163456,6.217105703296152,6,10,7, ,-1.4197787587770865,0,4.645161290322576,0.0,3,0.0,100,pathLen,11,5,T,-29.261884078721682,27.842105319944594
train_0152,38,9,6, ,100,0,False,hold-target,0.3688888888888889,2.5641024983563465,6.17996839101976,6,10,7, ,0.8185881431374558,0,4.645161290322576,0.0,2,0.0,100,pathLen,2,1, ,-28.617308537993402,29.435896681130856
train_0152,39,9,7, ,100,0,False,hold-target,0.3688888888888889,2.499999937500002,6.150258541198647,6,10,7, ,2.9495650589340543,0,4.645161290322576,0.0,1,0.0,100,Iproxy,2,1, ,-25.750434223565964,28.69999928250002
train_0152,40,10,7, ,100,0,True,best-target,0.37777777777777777,2.439024330755504,6.121846530909296,6,11,7, ,2.871701077588306,0,4.547368421052632,0.0,1,0.0,100,Iproxy,2,1, ,-27.128298190704392,29.999999268292697
train_0152,41,11,7, ,100,0,True,best-target,0.39111111111111113,2.38095232426304,6.091976176509407,6,12,7, ,2.7471435731258507,0,4.408163265306124,0.0,1,0.0,100,Iproxy,2,1, ,-28.490950921205236,31.238094494331087
train_0152,42,12,7, ,100,0,True,best-target,0.40444444444444444,2.32558134126555,6.060745059454212,7,13,7, ,2.6295809882289656,0,4.2772277227722775,0.0,1,0.0,100,Iproxy,13,6, ,0.7226042883912145,1.906976699837751
train_0152,43,13,7, ,100,0,True,best-target,0.4177777777777778,2.2727272210743816,6.028246841214163,6,13,6, ,2.518435420986224,0,4.1538461538461515,0.0,1,0.0,100,Iproxy,2,1, ,-31.02701836207165,33.54545378305787
train_0152,44,13,6, ,100,0,True,best-target,0.4311111111111111,2.2222221728395075,5.994570419831234,6,13,5, ,2.41319392798414,0,4.037383177570094,0.0,1,0.0,100,Iproxy,2,1, ,-32.20902752485539,34.622221452839526
train_0152,45,13,5, ,100,0,True,best-target,0.4444444444444444,2.1739129962192827,5.959799462042012,5,2,1, ,-33.3387741646199,0,3.927272727272727,0.0,21,0.0,100,pathLen,8,9,T,-45.512687595621784,12.173913431001885
train_0152,46,13,6, ,100,0,False,hold-target,0.4444444444444444,2.1276595291987337,5.931982695810634,5,2,1, ,-30.81672635337483,0,3.927272727272727,0.0,20,0.0,100,pathLen,8,9,T,-43.36991821394521,12.553191860570383
train_0152,47,13,7, ,100,0,False,hold-target,0.4444444444444444,2.0833332899305566,5.909729282825531,5,2,1, ,-28.396736895467072,0,3.927272727272727,0.0,19,0.0,100,pathLen,8,9,T,-41.31340391803651,12.916667022569435
train_0152,48,12,7, ,100,0,False,hold-target,0.4444444444444444,2.0408162848813003,5.8919265524374484,5,2,1, ,-26.073087934263707,0,3.927272727272727,0.0,18,0.0,100,pathLen,8,9,T,-39.33839439823704,13.265306463973335
train_0152,49,11,7, ,100,0,False,hold-target,0.4444444444444444,1.999999960000001,5.8776843681269835,5,2,1, ,-23.840427276669104,0,3.927272727272727,0.0,17,0.0,100,pathLen,8,9,T,-37.4404276046691,13.600000327999993
