case_id,maze_file,step,rank,selected,real_r,real_c,local_r,local_c,tile,score,deltaR,Iproxy,tailGain,qEff,pathLen,margin,projectedR,unknownCompSum,dominant_term
train_0076,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0076.json,0,1,True,1,1,1,0,G,100.61693333333334,50,62.999999999999986,0.0,1.0,1,0.0,50,12,Iproxy
train_0076,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0076.json,0,2,False,1,2,1,1, ,99.79693333333333,50,62.999999999999986,0.0,1.0,2,0.0,50,12,Iproxy
train_0076,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0076.json,1,1,True,1,2,1,1, ,27.81861796929311,0,53.05263157894736,0.0,24.99998750000625,1,0.0,50,12,Iproxy
train_0076,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0076.json,1,2,False,2,1,2,0, ,27.81861796929311,0,53.05263157894736,0.0,24.99998750000625,1,0.0,50,12,Iproxy
train_0076,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0076.json,2,1,True,2,1,2,0, ,-2.1064421336471675,0,26.181818181818183,0.0,16.666661111112962,2,0.0,50,12,pathLen
train_0076,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0076.json,2,2,False,1,3,1,2,T,-19.32866891142343,-30,26.181818181818183,0.0,16.666661111112962,1,0.8888888888888888,20,12,deltaR
train_0076,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0076.json,2,3,False,2,3,2,2, ,-32.99533102253605,-30,26.181818181818183,0.0,16.666661111112962,2,0.8888888888888888,20,12,pathLen
train_0076,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0076.json,3,1,True,2,1,2,0, ,16.081952988606584,0,26.181818181818183,0.0,12.49999687500078,1,0.0,50,12,Iproxy
train_0076,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0076.json,3,2,False,1,3,1,2,T,-25.056933337782944,-30,26.181818181818183,0.0,12.49999687500078,2,0.8888888888888888,20,12,deltaR
train_0076,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0076.json,3,3,False,2,3,2,2, ,-35.306930775283575,-30,26.181818181818183,0.0,12.49999687500078,3,0.8888888888888888,20,12,pathLen
train_0076,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0076.json,4,1,True,3,1,3,0,T,-33.19197107066853,-30,5.760000000000005,0.0,9.9999980000004,1,0.8888888888888888,20,12,deltaR
train_0076,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0076.json,4,2,False,1,3,1,2,T,-49.59196779066919,-30,5.760000000000005,0.0,9.9999980000004,3,0.8888888888888888,20,12,deltaR
train_0076,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0076.json,4,3,False,2,3,2,2, ,-57.79196615066951,-30,5.760000000000005,0.0,9.9999980000004,4,0.8888888888888888,20,12,pathLen
train_0076,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0076.json,5,1,True,4,1,4,0, ,1.7325435707177768,0,5.142857142857144,0.0,3.33333277777787,1,0.8888888888888888,20,12,Iproxy
train_0076,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0076.json,5,2,False,1,3,1,2,T,-1e+18,-30,5.142857142857144,0.0,3.33333277777787,4,0.0,-10,12,deltaR
train_0076,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0076.json,5,3,False,2,3,2,2, ,-1e+18,-30,5.142857142857144,0.0,3.33333277777787,5,0.0,-10,12,deltaR
train_0076,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0076.json,6,1,True,5,1,5,0, ,1.6798950279907636,0,4.645161290322576,0.0,2.85714244897965,1,0.8888888888888888,20,12,Iproxy
train_0076,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0076.json,6,2,False,1,3,1,2,T,-1e+18,-30,4.645161290322576,0.0,2.85714244897965,5,0.0,-10,12,deltaR
train_0076,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0076.json,6,3,False,2,3,2,2, ,-1e+18,-30,4.645161290322576,0.0,2.85714244897965,6,0.0,-10,12,deltaR
train_0076,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0076.json,7,1,True,6,1,6,0, ,1.6009246020982957,0,4.235294117647051,0.0,2.4999996875000394,1,0.8888888888888888,20,12,Iproxy
train_0076,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0076.json,7,2,False,1,3,1,2,T,-1e+18,-30,4.235294117647051,0.0,2.4999996875000394,6,0.0,-10,12,deltaR
train_0076,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0076.json,7,3,False,2,3,2,2, ,-1e+18,-30,4.235294117647051,0.0,2.4999996875000394,7,0.0,-10,12,deltaR
train_0076,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0076.json,8,1,True,7,1,7,0, ,1.5102135158386156,0,3.8918918918918903,0.0,2.2222219753086696,1,0.8888888888888888,20,12,Iproxy
train_0076,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0076.json,8,2,False,1,3,1,2,T,-1e+18,-30,3.8918918918918903,0.0,2.2222219753086696,7,0.0,-10,12,deltaR
train_0076,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0076.json,8,3,False,2,3,2,2, ,-1e+18,-30,3.8918918918918903,0.0,2.2222219753086696,8,0.0,-10,12,deltaR
train_0076,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0076.json,9,1,False,1,3,1,2,T,-1e+18,-30,3.5999999999999996,0.0,1.99999980000002,8,0.0,-10,12,deltaR
train_0076,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0076.json,9,2,False,2,3,2,2, ,-1e+18,-30,3.5999999999999996,0.0,1.99999980000002,9,0.0,-10,12,deltaR
train_0076,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0076.json,10,1,False,1,3,1,2,T,-1e+18,-30,3.5999999999999996,0.0,1.8181816528925772,7,0.0,-10,12,deltaR
train_0076,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0076.json,10,2,False,2,3,2,2, ,-1e+18,-30,3.5999999999999996,0.0,1.8181816528925772,8,0.0,-10,12,deltaR
train_0076,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0076.json,11,1,False,1,3,1,2,T,-1e+18,-30,3.5999999999999996,0.0,1.6666665277777895,6,0.0,-10,12,deltaR
train_0076,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0076.json,11,2,False,2,3,2,2, ,-1e+18,-30,3.5999999999999996,0.0,1.6666665277777895,7,0.0,-10,12,deltaR
train_0076,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0076.json,12,1,False,1,3,1,2,T,-1e+18,-30,3.5999999999999996,0.0,1.5384614201183524,5,0.0,-10,12,deltaR
train_0076,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0076.json,12,2,False,2,3,2,2, ,-1e+18,-30,3.5999999999999996,0.0,1.5384614201183524,6,0.0,-10,12,deltaR
train_0076,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0076.json,13,1,False,1,3,1,2,T,-1e+18,-30,3.5999999999999996,0.0,1.4285713265306197,4,0.0,-10,12,deltaR
train_0076,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0076.json,13,2,False,2,3,2,2, ,-1e+18,-30,3.5999999999999996,0.0,1.4285713265306197,5,0.0,-10,12,deltaR
train_0076,C:\Users\tao20\Desktop\Algorithm\AIPlayerDesktop\data\蔡扬的\train\train_0076.json,14,1,False,1,3,1,2,T,-1e+18,-30,3.5999999999999996,0.0,1.3333332444444503,3,0.0,-10,12,deltaR
